,acc,acc01,acc02,acc03,acc04,acc05,acc06,acc07,age,agecat,anyprk,barrier,barrier2,barrier3,barrier4,branch7,cntyres,disab,disab2,disabst,distprk,distprkx,distpub,distpubx,educate,gender,hiweight,idnumber,income,kdact1,kdact101,kdact102,kdact103,kdact104,kdact105,kdact106,kdact107,kdact108,kdact109,kdact110,kdact111,kdact112,kdact113,kdact114,kdact115,kdact116,kdact117,kdact118,kdact119,kdact2,kdact201,kdact202,kdact203,kdact204,kdact205,kdact206,kdact207,kdact208,kdact209,kdact210,kdact211,kdact212,kdact213,kdact214,kdact215,kdact216,kdact217,kdact218,kdact219,kdact3,kdact301,kdact302,kdact303,kdact304,kdact305,kdact306,kdact307,kdact308,kdact309,kdact310,kdact311,kdact312,kdact313,kdact314,kdact315,kdact316,kdact317,kdact318,kdact319,kiddo,likedo,likest1,likest2,loweight,nomo,nomost1,nomost2,numkid,numres,ownr,plan,planst1,planst2,race,race01,race02,race03,race04,race05,race06,race07,race08,race09,ratewet,ratewtx,region,reside,tab001,tab001a,tab002,tab003,tab004,tab005,tab005a,tab006,tab007,tab007a,tab008,tab009,tab010,tab011,tab011a,tab012,tab013,tab014,tab015,tab015a,tab016,tab017,tab017a,tab018,tab019,tab020,tab022,tab023,tab024,tab025,tab026,tab027,tab028,tab029,tab030,tab030a,tab031,tab032,tab033,tab034,tab035,tab036,tab037,tab038,tab039,tab040,tab041,tab042,tab044,tab045,tab046,tab047,tab048,tab049,tab050,tab051,tab052,tab053,tab054,tab055,tab056,tab057,tab058,tab059,tab060,tab061,tab062,tab063,tab064,tab065,tab066,tab067,tab068,tab070,tab071,tab072,tab073,tab074,tab075,tab076,tab077,tab078,tab079,tab080,tab081,tab082,tab083,tab084,tab085,tab086,tab087,tab088,tab089,tab090,tab091,tab092,tab093,tab094,tab095,tab096,tab097,tab098,tab099,tab100,tab101,tab102,tab103,tab104,typark,typark01,typark02,typark03,typark04,typark05,typark06,viscen,viscen01,viscen02,viscen03,viscen04,viscen05,wetlnd,wetlndst,wsrf1,wsrf101,wsrf102,wsrf103,wsrf2,wsrf4,wsrf5
606,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,72,65 years old or older,Yes,No,,No,,Does not have children,San Juan,,No,,3,3 miles,2,2 miles,Bachelor's degree,Male,259.55,605.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,2,Don't know / refused,"Yes, ALL of them",,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,The Islands,Small city or town,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
607,1111100,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,69,65 years old or older,Yes,No,,No,,Does not have children,San Juan,,No,,4,4 miles,5,5 miles,Bachelor's degree,Male,259.55,606.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area not on a farm or ranch,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,1,Not checked,Not checked,Not checked,Not checked,Checked,Don't know,,,,,,,,
608,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,888,Refused,Yes,No,,No,,Does not have children,Island,,Yes,,4,4 miles,4,4 miles,Bachelor's degree,Male,259.55,607.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,2,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area not on a farm or ranch,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
609,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,66,65 years old or older,Yes,No,,No,,Does not have children,Island,,Yes,,0,Less than 1 mile,0,Less than 1 mile,High school graduate or equivalent,Male,259.55,608.00,"$25,000-$34,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
610,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,74,65 years old or older,Yes,No,,No,,Does not have children,Island,,No,,10,6-10 miles,10,6-10 miles,High school graduate or equivalent,Male,259.55,609.00,"$15,000-$19,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area not on a farm or ranch,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
611,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,71,65 years old or older,Yes,No,,No,,Does not have children,Island,,Yes,,10,6-10 miles,10,6-10 miles,Associate's or trade school degree,Male,259.55,610.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
612,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,888,Refused,Yes,No,,No,,Does not have children,Island,,Don't know / refused,,2,2 miles,1,1 mile,Bachelor's degree,Male,259.55,611.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,777,Don't know / refused,"Yes, ALL of them",,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,The Islands,Large city or urban area,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
613,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,68,65 years old or older,Yes,No,,No,,Does not have children,Island,,No,,8,6-10 miles,8,6-10 miles,Bachelor's degree,Male,259.55,612.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.07,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area not on a farm or ranch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
614,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,38,35-44 years old,Yes,No,,No,,Does not have children,San Juan,,No,,3,3 miles,,Don't know,"Some college or trade school, no degree",Male,275.33,613.00,"$25,000-$34,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.13,No,,,,2,Rent,Don't know,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area not on a farm or ranch,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
615,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,35,35-44 years old,Yes,Don't know,,No,,Does not have children,Island,,No,,10,6-10 miles,10,6-10 miles,High school graduate or equivalent,Male,275.33,614.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.13,No,,,,4,Own,"Yes, ALL of them",,,10000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10100,Checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
616,1010100,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,39,35-44 years old,Yes,No,,No,,Does not have children,Island,,No,,10,6-10 miles,5,5 miles,"Some college or trade school, no degree",Male,275.33,615.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.13,No,,,,5,Rent,"Yes, ALL of them",,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area not on a farm or ranch,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
617,1011100,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,41,35-44 years old,Yes,No,,No,,Does not have children,Island,,No,,6,6-10 miles,12,11-15 miles,Professional or doctorate degree,Male,275.33,616.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.13,No,,,,2,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Large city or urban area,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
618,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,60,55-64 years old,Yes,No,,No,,Has children,Island,No,No,,0,Less than 1 mile,0,Less than 1 mile,High school graduate or equivalent,Male,311.04,617.00,Refused,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Yes,No,,,1.28,No,,,2,4,Own,"Yes, ALL of them",,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
619,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,64,55-64 years old,Yes,No,,No,,Does not have children,Island,,No,,5,5 miles,5,5 miles,"Some college or trade school, no degree",Male,311.04,618.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.28,No,,,,2,Own,"Yes, ALL of them",,,100,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
620,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,63,55-64 years old,Yes,No,,No,,Does not have children,Island,,No,,3,3 miles,2,2 miles,High school graduate or equivalent,Male,311.04,619.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.28,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Rural area on a farm or ranch,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
621,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,30,25-34 years old,Yes,No,,No,,Has children,Island,No,No,,5,5 miles,5,5 miles,High school graduate or equivalent,Male,450.17,620.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1.85,No,,,1,4,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
622,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,26,25-34 years old,Yes,No,,No,,Does not have children,Island,,No,,3,3 miles,3,3 miles,"Some college or trade school, no degree",Male,450.17,621.00,"$35,000-$49,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.85,No,,,,2,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
623,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,28,25-34 years old,Yes,No,,No,,Does not have children,Island,,No,,0,Less than 1 mile,1,1 mile,Bachelor's degree,Male,450.17,622.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.85,No,,,,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Islands,Small city or town,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
624,1010100,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,28,25-34 years old,Yes,No,,No,,Has children,Kitsap,No,No,,0,Less than 1 mile,0,Less than 1 mile,"Some college or trade school, no degree",Female,523.95,623.00,"$75,000 or more",1100000010010000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Yes,No,,,0.50,No,,,2,4,Rent,"Yes, ALL of them",,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,Peninsulas,Small city or town,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
625,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,32,25-34 years old,Yes,No,,No,,Has children,Kitsap,No,No,,3,3 miles,1,1 mile,High school graduate or equivalent,Female,523.95,624.00,"$35,000-$49,999",10000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.50,No,,,2,4,Rent,"Yes, ALL of them",,,100001000,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,Peninsulas,Small city or town,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
626,1011100,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,32,25-34 years old,Yes,No,,No,,Does not have children,Kitsap,,No,,0,Less than 1 mile,0,Less than 1 mile,Bachelor's degree,Female,523.95,625.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.50,No,,,,2,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Peninsulas,Small city or town,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
